INCIDENT_NUMBER,OFFENSE_DESCRIPTION,SHOOTING,OCCURRED_ON_DATE,DAY_OF_WEEK,HOUR,STREET
202021238,TOWED MOTOR VEHICLE,0,2020-03-18 07:23:00,Wednesday,7,SAINT GERMAIN ST
202021238,TOWED MOTOR VEHICLE,0,2020-03-18 07:23:00,Wednesday,7,SAINT GERMAIN ST
202021238,TOWED MOTOR VEHICLE,0,2020-03-18 07:23:00,Wednesday,7,SAINT GERMAIN ST
202021238,TOWED MOTOR VEHICLE,0,2020-03-18 07:23:00,Wednesday,7,SAINT GERMAIN ST
202021235,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-18 07:40:00,Wednesday,7,MARKET ST
202021235,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-18 07:40:00,Wednesday,7,MARKET ST
202021234,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-17 11:35:00,Tuesday,11,MARGINAL ST
202021234,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-17 11:35:00,Tuesday,11,MARGINAL ST
202021233,VERBAL DISPUTE,0,2020-03-18 07:04:00,Wednesday,7,DECATUR ST
202021233,VERBAL DISPUTE,0,2020-03-18 07:04:00,Wednesday,7,DECATUR ST
202021233,VERBAL DISPUTE,0,2020-03-18 07:04:00,Wednesday,7,DECATUR ST
202021233,VERBAL DISPUTE,0,2020-03-18 07:04:00,Wednesday,7,DECATUR ST
202021233,VERBAL DISPUTE,0,2020-03-18 07:04:00,Wednesday,7,DECATUR ST
202021233,VERBAL DISPUTE,0,2020-03-18 07:04:00,Wednesday,7,DECATUR ST
202021232,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-18 07:15:00,Wednesday,7,
202021232,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-18 07:15:00,Wednesday,7,
202021232,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-18 07:15:00,Wednesday,7,
202021231,TOWED MOTOR VEHICLE,0,2020-03-18 06:25:00,Wednesday,6,BORDER ST
202021231,TOWED MOTOR VEHICLE,0,2020-03-18 06:25:00,Wednesday,6,BORDER ST
202021230,TOWED MOTOR VEHICLE,0,2020-03-18 06:30:00,Wednesday,6,CHELSEA ST
202021230,TOWED MOTOR VEHICLE,0,2020-03-18 06:30:00,Wednesday,6,CHELSEA ST
202021229,PROPERTY - FOUND,0,2020-03-18 06:30:00,Wednesday,6,WASHINGTON ST
202021229,PROPERTY - FOUND,0,2020-03-18 06:30:00,Wednesday,6,WASHINGTON ST
202021228,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-17 23:30:00,Tuesday,23,FARRINGTON AVE
202021228,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-17 23:30:00,Tuesday,23,FARRINGTON AVE
202021228,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-17 23:30:00,Tuesday,23,FARRINGTON AVE
202021228,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-17 23:30:00,Tuesday,23,FARRINGTON AVE
202021228,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-17 23:30:00,Tuesday,23,FARRINGTON AVE
202021228,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-17 23:30:00,Tuesday,23,FARRINGTON AVE
202021226,VANDALISM,0,2020-03-18 04:23:00,Wednesday,4,
202021226,VANDALISM,0,2020-03-18 04:23:00,Wednesday,4,
202021226,VANDALISM,0,2020-03-18 04:23:00,Wednesday,4,
202021225,VANDALISM,0,2020-03-18 04:01:00,Wednesday,4,DOWNER AVE
202021225,VANDALISM,0,2020-03-18 04:01:00,Wednesday,4,DOWNER AVE
202021224,TOWED MOTOR VEHICLE,0,2020-03-18 02:16:00,Wednesday,2,TRENT ST
202021224,TOWED MOTOR VEHICLE,0,2020-03-18 02:16:00,Wednesday,2,TRENT ST
202021224,TOWED MOTOR VEHICLE,0,2020-03-18 02:16:00,Wednesday,2,TRENT ST
202021223,ASSAULT - SIMPLE,0,2020-03-18 02:40:00,Wednesday,2,MORTON ST
202021223,ASSAULT - SIMPLE,0,2020-03-18 02:40:00,Wednesday,2,MORTON ST
202021223,ASSAULT - SIMPLE,0,2020-03-18 02:40:00,Wednesday,2,MORTON ST
202021222,SICK ASSIST,0,2020-03-18 00:36:00,Wednesday,0,RIVER ST
202021222,SICK ASSIST,0,2020-03-18 00:36:00,Wednesday,0,RIVER ST
202021222,SICK ASSIST,0,2020-03-18 00:36:00,Wednesday,0,RIVER ST
202021222,SICK ASSIST,0,2020-03-18 00:36:00,Wednesday,0,RIVER ST
202021222,SICK ASSIST,0,2020-03-18 00:36:00,Wednesday,0,RIVER ST
202021220,ASSAULT - SIMPLE,0,2020-03-18 00:22:00,Wednesday,0,ASHFORD CT
202021220,ASSAULT - SIMPLE,0,2020-03-18 00:22:00,Wednesday,0,ASHFORD CT
202021219,TRESPASSING,0,2020-03-18 01:05:00,Wednesday,1,ELLERY ST
202021219,TRESPASSING,0,2020-03-18 01:05:00,Wednesday,1,ELLERY ST
202021219,TRESPASSING,0,2020-03-18 01:05:00,Wednesday,1,ELLERY ST
202021219,TRESPASSING,0,2020-03-18 01:05:00,Wednesday,1,ELLERY ST
202021218,TOWED MOTOR VEHICLE,0,2020-03-18 00:37:00,Wednesday,0,SACKVILLE ST
202021218,TOWED MOTOR VEHICLE,0,2020-03-18 00:37:00,Wednesday,0,SACKVILLE ST
202021218,TOWED MOTOR VEHICLE,0,2020-03-18 00:37:00,Wednesday,0,SACKVILLE ST
202021218,TOWED MOTOR VEHICLE,0,2020-03-18 00:37:00,Wednesday,0,SACKVILLE ST
202021218,TOWED MOTOR VEHICLE,0,2020-03-18 00:37:00,Wednesday,0,SACKVILLE ST
202021218,TOWED MOTOR VEHICLE,0,2020-03-18 00:37:00,Wednesday,0,SACKVILLE ST
202021217,INVESTIGATE PERSON,0,2020-03-18 01:02:00,Wednesday,1,SUMNER ST
202021216,INVESTIGATE PROPERTY,0,2020-03-18 00:21:00,Wednesday,0,COLUMBIA RD
202021215,AFFRAY,0,2020-03-17 23:41:00,Tuesday,23,FAIRLAWN AVE
202021215,AFFRAY,0,2020-03-17 23:41:00,Tuesday,23,FAIRLAWN AVE
202021215,AFFRAY,0,2020-03-17 23:41:00,Tuesday,23,FAIRLAWN AVE
202021214,VERBAL DISPUTE,0,2020-03-17 23:52:00,Tuesday,23,MALLET ST
202021214,VERBAL DISPUTE,0,2020-03-17 23:52:00,Tuesday,23,MALLET ST
202021214,VERBAL DISPUTE,0,2020-03-17 23:52:00,Tuesday,23,MALLET ST
202021213,ASSAULT - SIMPLE,0,2020-03-17 23:00:00,Tuesday,23,WALNUT ST
202021212,ASSAULT - SIMPLE,0,2020-03-17 23:02:00,Tuesday,23,JULIETTE ST
202021211,INVESTIGATE PROPERTY,0,2020-03-17 23:15:00,Tuesday,23,BLUE HILL AVE
202021210,ROBBERY,0,2020-03-17 22:29:00,Tuesday,22,O'BRIEN CT
202021210,ROBBERY,0,2020-03-17 22:29:00,Tuesday,22,O'BRIEN CT
202021210,ROBBERY,0,2020-03-17 22:29:00,Tuesday,22,O'BRIEN CT
202021209,THREATS TO DO BODILY HARM,0,2020-03-17 22:21:00,Tuesday,22,MORA ST
202021209,THREATS TO DO BODILY HARM,0,2020-03-17 22:21:00,Tuesday,22,MORA ST
202021209,THREATS TO DO BODILY HARM,0,2020-03-17 22:21:00,Tuesday,22,MORA ST
202021208,INVESTIGATE PERSON,0,2020-03-17 22:19:00,Tuesday,22,COMMONWEALTH AVE
202021208,INVESTIGATE PERSON,0,2020-03-17 22:19:00,Tuesday,22,COMMONWEALTH AVE
202021208,INVESTIGATE PERSON,0,2020-03-17 22:19:00,Tuesday,22,COMMONWEALTH AVE
202021208,INVESTIGATE PERSON,0,2020-03-17 22:19:00,Tuesday,22,COMMONWEALTH AVE
202021206,MISSING PERSON,0,2020-03-17 22:39:00,Tuesday,22,SLAYTON WAY
202021206,MISSING PERSON,0,2020-03-17 22:39:00,Tuesday,22,SLAYTON WAY
202021206,MISSING PERSON,0,2020-03-17 22:39:00,Tuesday,22,SLAYTON WAY
202021205,SICK ASSIST,0,2020-03-17 21:57:00,Tuesday,21,PARK DR
202021205,SICK ASSIST,0,2020-03-17 21:57:00,Tuesday,21,PARK DR
202021205,SICK ASSIST,0,2020-03-17 21:57:00,Tuesday,21,PARK DR
202021204,LICENSE PREMISE VIOLATION,0,2020-03-17 22:51:00,Tuesday,22,BENNINGTON ST
202021204,LICENSE PREMISE VIOLATION,0,2020-03-17 22:51:00,Tuesday,22,BENNINGTON ST
202021203,VERBAL DISPUTE,0,2020-03-17 21:34:00,Tuesday,21,FERNALD TER
202021203,VERBAL DISPUTE,0,2020-03-17 21:34:00,Tuesday,21,FERNALD TER
202021203,VERBAL DISPUTE,0,2020-03-17 21:34:00,Tuesday,21,FERNALD TER
202021203,VERBAL DISPUTE,0,2020-03-17 21:34:00,Tuesday,21,FERNALD TER
202021202,ASSAULT - SIMPLE,0,2020-03-17 22:05:00,Tuesday,22,BOWDOIN ST
202021201,ROBBERY,0,2020-03-17 22:02:00,Tuesday,22,TALBOT AVE
202021201,ROBBERY,0,2020-03-17 22:02:00,Tuesday,22,TALBOT AVE
202021201,ROBBERY,0,2020-03-17 22:02:00,Tuesday,22,TALBOT AVE
202021200,SICK/INJURED/MEDICAL - POLICE,0,2020-03-17 20:23:00,Tuesday,20,HOSP STE
202021200,SICK/INJURED/MEDICAL - POLICE,0,2020-03-17 20:23:00,Tuesday,20,HOSP STE
202021200,SICK/INJURED/MEDICAL - POLICE,0,2020-03-17 20:23:00,Tuesday,20,HOSP STE
202021199,VERBAL DISPUTE,0,2020-03-17 22:10:00,Tuesday,22,WEBSTER ST
202021199,VERBAL DISPUTE,0,2020-03-17 22:10:00,Tuesday,22,WEBSTER ST
202021199,VERBAL DISPUTE,0,2020-03-17 22:10:00,Tuesday,22,WEBSTER ST
202021199,VERBAL DISPUTE,0,2020-03-17 22:10:00,Tuesday,22,WEBSTER ST
202021198,VERBAL DISPUTE,0,2020-03-17 21:45:00,Tuesday,21,SIERRA RD
202021197,ASSAULT - SIMPLE,0,2020-03-17 21:03:00,Tuesday,21,CHESTNUT HILL AVE
202021195,VERBAL DISPUTE,0,2020-03-17 21:43:00,Tuesday,21,WILDWOOD ST
202021195,VERBAL DISPUTE,0,2020-03-17 21:43:00,Tuesday,21,WILDWOOD ST
202021195,VERBAL DISPUTE,0,2020-03-17 21:43:00,Tuesday,21,WILDWOOD ST
202021195,VERBAL DISPUTE,0,2020-03-17 21:43:00,Tuesday,21,WILDWOOD ST
202021194,MISSING PERSON,0,2020-03-17 14:45:00,Tuesday,14,WASHINGTON ST
202021194,MISSING PERSON,0,2020-03-17 14:45:00,Tuesday,14,WASHINGTON ST
202021194,MISSING PERSON,0,2020-03-17 14:45:00,Tuesday,14,WASHINGTON ST
202021193,INVESTIGATE PERSON,0,2020-03-17 19:55:00,Tuesday,19,DUNNING WAY
202021193,INVESTIGATE PERSON,0,2020-03-17 19:55:00,Tuesday,19,DUNNING WAY
202021193,INVESTIGATE PERSON,0,2020-03-17 19:55:00,Tuesday,19,DUNNING WAY
202021193,INVESTIGATE PERSON,0,2020-03-17 19:55:00,Tuesday,19,DUNNING WAY
202021192,VERBAL DISPUTE,0,2020-03-17 20:44:00,Tuesday,20,ASHFORD CT
202021192,VERBAL DISPUTE,0,2020-03-17 20:44:00,Tuesday,20,ASHFORD CT
202021192,VERBAL DISPUTE,0,2020-03-17 20:44:00,Tuesday,20,ASHFORD CT
202021192,VERBAL DISPUTE,0,2020-03-17 20:44:00,Tuesday,20,ASHFORD CT
202021192,VERBAL DISPUTE,0,2020-03-17 20:44:00,Tuesday,20,ASHFORD CT
202021191,VERBAL DISPUTE,0,2020-03-17 21:00:00,Tuesday,21,COMMONWEALTH AVE
202021191,VERBAL DISPUTE,0,2020-03-17 21:00:00,Tuesday,21,COMMONWEALTH AVE
202021191,VERBAL DISPUTE,0,2020-03-17 21:00:00,Tuesday,21,COMMONWEALTH AVE
202021190,ASSAULT - SIMPLE,0,2020-03-17 17:05:00,Tuesday,17,MONSIGNOR REYNOLDS WAY
202021190,ASSAULT - SIMPLE,0,2020-03-17 17:05:00,Tuesday,17,MONSIGNOR REYNOLDS WAY
202021190,ASSAULT - SIMPLE,0,2020-03-17 17:05:00,Tuesday,17,MONSIGNOR REYNOLDS WAY
202021189,SICK/INJURED/MEDICAL - PERSON,0,2020-03-17 20:26:00,Tuesday,20,ATHELWOLD ST
202021189,SICK/INJURED/MEDICAL - PERSON,0,2020-03-17 20:26:00,Tuesday,20,ATHELWOLD ST
202021187,LARCENY SHOPLIFTING,0,2020-03-17 19:42:00,Tuesday,19,BLUE HILL AVE
202021186,VERBAL DISPUTE,0,2020-03-17 19:15:00,Tuesday,19,COLUMBIA RD
202021186,VERBAL DISPUTE,0,2020-03-17 19:15:00,Tuesday,19,COLUMBIA RD
202021185,INVESTIGATE PERSON,0,2020-03-17 18:10:00,Tuesday,18,WASHINGTON ST
202021185,INVESTIGATE PERSON,0,2020-03-17 18:10:00,Tuesday,18,WASHINGTON ST
202021185,INVESTIGATE PERSON,0,2020-03-17 18:10:00,Tuesday,18,WASHINGTON ST
202021184,ASSAULT - AGGRAVATED,0,2020-03-17 19:57:00,Tuesday,19,HARMON ST
202021183,ROBBERY,0,2020-03-17 19:35:00,Tuesday,19,DORCHESTER AVE
202021183,ROBBERY,0,2020-03-17 19:35:00,Tuesday,19,DORCHESTER AVE
202021183,ROBBERY,0,2020-03-17 19:35:00,Tuesday,19,DORCHESTER AVE
202021183,ROBBERY,0,2020-03-17 19:35:00,Tuesday,19,DORCHESTER AVE
202021183,ROBBERY,0,2020-03-17 19:35:00,Tuesday,19,DORCHESTER AVE
202021183,ROBBERY,0,2020-03-17 19:35:00,Tuesday,19,DORCHESTER AVE
202021182,INVESTIGATE PROPERTY,0,2020-03-17 19:11:00,Tuesday,19,CRESTON ST
202021181,ASSAULT - SIMPLE,0,2020-03-17 19:03:00,Tuesday,19,VINING ST
202021181,ASSAULT - SIMPLE,0,2020-03-17 19:03:00,Tuesday,19,VINING ST
202021180,LARCENY THEFT FROM BUILDING,0,2020-03-17 19:53:00,Tuesday,19,BLUE HILL AVE
202021180,LARCENY THEFT FROM BUILDING,0,2020-03-17 19:53:00,Tuesday,19,BLUE HILL AVE
202021179,VANDALISM,0,2020-03-17 14:00:00,Tuesday,14,VASSAR ST
202021179,VANDALISM,0,2020-03-17 14:00:00,Tuesday,14,VASSAR ST
202021179,VANDALISM,0,2020-03-17 14:00:00,Tuesday,14,VASSAR ST
202021178,DEATH INVESTIGATION,0,2020-03-17 15:50:00,Tuesday,15,ADAMSON ST
202021178,DEATH INVESTIGATION,0,2020-03-17 15:50:00,Tuesday,15,ADAMSON ST
202021176,LARCENY THEFT OF BICYCLE,0,2020-03-15 16:00:00,Sunday,16,HOOD PARK DR
202021176,LARCENY THEFT OF BICYCLE,0,2020-03-15 16:00:00,Sunday,16,HOOD PARK DR
202021176,LARCENY THEFT OF BICYCLE,0,2020-03-15 16:00:00,Sunday,16,HOOD PARK DR
202021175,PROPERTY - LOST/ MISSING,0,2020-03-16 13:00:00,Monday,13,WASHINGTON ST
202021175,PROPERTY - LOST/ MISSING,0,2020-03-16 13:00:00,Monday,13,WASHINGTON ST
202021173,M/V ACCIDENT - PROPERTY DAMAGE,0,2020-03-17 18:11:00,Tuesday,18,PHILLIPS ST
202021173,M/V ACCIDENT - PROPERTY DAMAGE,0,2020-03-17 18:11:00,Tuesday,18,PHILLIPS ST
202021172,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,0,2020-03-17 07:30:00,Tuesday,7,HANCOCK ST
202021171,INVESTIGATE PERSON,0,2020-03-17 18:03:00,Tuesday,18,HARRISON AVE
202021171,INVESTIGATE PERSON,0,2020-03-17 18:03:00,Tuesday,18,HARRISON AVE
202021171,INVESTIGATE PERSON,0,2020-03-17 18:03:00,Tuesday,18,HARRISON AVE
202021170,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-17 18:00:00,Tuesday,18,BLUE HILL AVE
202021170,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-17 18:00:00,Tuesday,18,BLUE HILL AVE
202021169,THREATS TO DO BODILY HARM,0,2020-03-14 21:30:00,Saturday,21,BLUE HILL AVE
202021169,THREATS TO DO BODILY HARM,0,2020-03-14 21:30:00,Saturday,21,BLUE HILL AVE
202021169,THREATS TO DO BODILY HARM,0,2020-03-14 21:30:00,Saturday,21,BLUE HILL AVE
202021169,THREATS TO DO BODILY HARM,0,2020-03-14 21:30:00,Saturday,21,BLUE HILL AVE
202021169,THREATS TO DO BODILY HARM,0,2020-03-14 21:30:00,Saturday,21,BLUE HILL AVE
202021169,THREATS TO DO BODILY HARM,0,2020-03-14 21:30:00,Saturday,21,BLUE HILL AVE
202021169,THREATS TO DO BODILY HARM,0,2020-03-14 21:30:00,Saturday,21,BLUE HILL AVE
202021169,THREATS TO DO BODILY HARM,0,2020-03-14 21:30:00,Saturday,21,BLUE HILL AVE
202021169,THREATS TO DO BODILY HARM,0,2020-03-14 21:30:00,Saturday,21,BLUE HILL AVE
202021168,AUTO THEFT,0,2020-03-17 18:40:00,Tuesday,18,BLUE HILL AVENUE
202021168,AUTO THEFT,0,2020-03-17 18:40:00,Tuesday,18,BLUE HILL AVENUE
202021167,INVESTIGATE PERSON,0,2020-03-17 17:01:00,Tuesday,17,MELBOURNE ST
202021167,INVESTIGATE PERSON,0,2020-03-17 17:01:00,Tuesday,17,MELBOURNE ST
202021167,INVESTIGATE PERSON,0,2020-03-17 17:01:00,Tuesday,17,MELBOURNE ST
202021161,LARCENY SHOPLIFTING,0,2020-03-17 16:57:00,Tuesday,16,MILK ST
202021161,LARCENY SHOPLIFTING,0,2020-03-17 16:57:00,Tuesday,16,MILK ST
202021161,LARCENY SHOPLIFTING,0,2020-03-17 16:57:00,Tuesday,16,MILK ST
202021161,LARCENY SHOPLIFTING,0,2020-03-17 16:57:00,Tuesday,16,MILK ST
202021161,LARCENY SHOPLIFTING,0,2020-03-17 16:57:00,Tuesday,16,MILK ST
202021160,VERBAL DISPUTE,0,2020-03-17 17:37:00,Tuesday,17,ASHMONT ST
202021160,VERBAL DISPUTE,0,2020-03-17 17:37:00,Tuesday,17,ASHMONT ST
202021159,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-10 19:00:00,Tuesday,19,BLUE HILL AVE
202021159,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-10 19:00:00,Tuesday,19,BLUE HILL AVE
202021158,LARCENY ALL OTHERS,0,2020-03-17 10:55:00,Tuesday,10,DUNCAN TER
202021158,LARCENY ALL OTHERS,0,2020-03-17 10:55:00,Tuesday,10,DUNCAN TER
202021158,LARCENY ALL OTHERS,0,2020-03-17 10:55:00,Tuesday,10,DUNCAN TER
202021156,SICK/INJURED/MEDICAL - POLICE,0,2020-03-17 17:35:00,Tuesday,17,NEW SUDBURY ST
202021155,BURGLARY - RESIDENTIAL,0,2020-03-13 16:00:00,Friday,16,WASHINGTON ST
202021155,BURGLARY - RESIDENTIAL,0,2020-03-13 16:00:00,Friday,16,WASHINGTON ST
202021155,BURGLARY - RESIDENTIAL,0,2020-03-13 16:00:00,Friday,16,WASHINGTON ST
202021155,BURGLARY - RESIDENTIAL,0,2020-03-13 16:00:00,Friday,16,WASHINGTON ST
202021153,PROPERTY - FOUND,0,2020-03-12 16:00:00,Thursday,16,SUDBURY ST
202021152,SICK ASSIST,0,2020-03-17 16:11:00,Tuesday,16,GREEN ST
202021150,SICK/INJURED/MEDICAL - PERSON,0,2020-03-17 12:25:00,Tuesday,12,TREMONT ST
202021149,VANDALISM,0,2020-03-17 10:30:00,Tuesday,10,DALE ST
202021149,VANDALISM,0,2020-03-17 10:30:00,Tuesday,10,DALE ST
202021147,ROBBERY,0,2020-03-17 16:45:00,Tuesday,16,CREIGHTON ST
202021147,ROBBERY,0,2020-03-17 16:45:00,Tuesday,16,CREIGHTON ST
202021147,ROBBERY,0,2020-03-17 16:45:00,Tuesday,16,CREIGHTON ST
202021145,ASSAULT - AGGRAVATED,0,2020-03-17 16:23:00,Tuesday,16,COURT ST
202021145,ASSAULT - AGGRAVATED,0,2020-03-17 16:23:00,Tuesday,16,COURT ST
202021143,MISSING PERSON - LOCATED,0,2020-03-17 14:30:00,Tuesday,14,WASHINGTON ST
202021143,MISSING PERSON - LOCATED,0,2020-03-17 14:30:00,Tuesday,14,WASHINGTON ST
202021142,FRAUD - IMPERSONATION,0,2020-03-07 12:00:00,Saturday,12,WASHINGTON ST
202021142,FRAUD - IMPERSONATION,0,2020-03-07 12:00:00,Saturday,12,WASHINGTON ST
202021142,FRAUD - IMPERSONATION,0,2020-03-07 12:00:00,Saturday,12,WASHINGTON ST
202021142,FRAUD - IMPERSONATION,0,2020-03-07 12:00:00,Saturday,12,WASHINGTON ST
202021142,FRAUD - IMPERSONATION,0,2020-03-07 12:00:00,Saturday,12,WASHINGTON ST
202021142,FRAUD - IMPERSONATION,0,2020-03-07 12:00:00,Saturday,12,WASHINGTON ST
202021141,LARCENY SHOPLIFTING,0,2020-03-17 16:25:00,Tuesday,16,BOYLSTON ST
202021141,LARCENY SHOPLIFTING,0,2020-03-17 16:25:00,Tuesday,16,BOYLSTON ST
202021141,LARCENY SHOPLIFTING,0,2020-03-17 16:25:00,Tuesday,16,BOYLSTON ST
202021141,LARCENY SHOPLIFTING,0,2020-03-17 16:25:00,Tuesday,16,BOYLSTON ST
202021141,LARCENY SHOPLIFTING,0,2020-03-17 16:25:00,Tuesday,16,BOYLSTON ST
202021139,THREATS TO DO BODILY HARM,0,2020-03-17 16:33:00,Tuesday,16,HIAWATHA RD
202021139,THREATS TO DO BODILY HARM,0,2020-03-17 16:33:00,Tuesday,16,HIAWATHA RD
202021139,THREATS TO DO BODILY HARM,0,2020-03-17 16:33:00,Tuesday,16,HIAWATHA RD
202021139,THREATS TO DO BODILY HARM,0,2020-03-17 16:33:00,Tuesday,16,HIAWATHA RD
202021138,SICK/INJURED/MEDICAL - PERSON,0,2020-03-17 16:38:00,Tuesday,16,ASHFORD ST
202021138,SICK/INJURED/MEDICAL - PERSON,0,2020-03-17 16:38:00,Tuesday,16,ASHFORD ST
202021137,ASSAULT - AGGRAVATED,0,2020-03-16 16:15:00,Monday,16,WASHINGTON ST
202021137,ASSAULT - AGGRAVATED,0,2020-03-16 16:15:00,Monday,16,WASHINGTON ST
202021136,LARCENY SHOPLIFTING,0,2020-03-17 15:47:00,Tuesday,15,CENTRE ST
202021136,LARCENY SHOPLIFTING,0,2020-03-17 15:47:00,Tuesday,15,CENTRE ST
202021136,LARCENY SHOPLIFTING,0,2020-03-17 15:47:00,Tuesday,15,CENTRE ST
202021135,ASSAULT - SIMPLE,0,2020-03-17 16:08:00,Tuesday,16,CORONA ST
202021133,FIRE REPORT,0,2020-03-17 15:37:00,Tuesday,15,HARVARD ST
202021133,FIRE REPORT,0,2020-03-17 15:37:00,Tuesday,15,HARVARD ST
202021133,FIRE REPORT,0,2020-03-17 15:37:00,Tuesday,15,HARVARD ST
202021130,ASSAULT - SIMPLE,0,2020-03-17 16:20:00,Tuesday,16,WASHINGTON ST
202021130,ASSAULT - SIMPLE,0,2020-03-17 16:20:00,Tuesday,16,WASHINGTON ST
202021129,INVESTIGATE PERSON,0,2020-03-17 15:53:00,Tuesday,15,RIVER ST
202021129,INVESTIGATE PERSON,0,2020-03-17 15:53:00,Tuesday,15,RIVER ST
202021129,INVESTIGATE PERSON,0,2020-03-17 15:53:00,Tuesday,15,RIVER ST
202021128,ASSAULT - SIMPLE,0,2020-03-15 00:00:00,Sunday,0,SHEPTON ST
202021128,ASSAULT - SIMPLE,0,2020-03-15 00:00:00,Sunday,0,SHEPTON ST
202021128,ASSAULT - SIMPLE,0,2020-03-15 00:00:00,Sunday,0,SHEPTON ST
202021126,INVESTIGATE PERSON,0,2020-03-17 08:00:00,Tuesday,8,WELLINGTON ST
202021126,INVESTIGATE PERSON,0,2020-03-17 08:00:00,Tuesday,8,WELLINGTON ST
202021126,INVESTIGATE PERSON,0,2020-03-17 08:00:00,Tuesday,8,WELLINGTON ST
202021123,PROPERTY - LOST/ MISSING,0,2020-03-16 11:30:00,Monday,11,BLUE HILL AVE
202021121,EMBEZZLEMENT,0,2020-03-09 12:00:00,Monday,12,SARATOGA ST
202021120,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,0,2020-03-17 15:28:00,Tuesday,15,WASHINGTON ST
202021120,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,0,2020-03-17 15:28:00,Tuesday,15,WASHINGTON ST
202021119,ASSAULT - SIMPLE,0,2020-03-17 05:00:00,Tuesday,5,GIBSON ST
202021119,ASSAULT - SIMPLE,0,2020-03-17 05:00:00,Tuesday,5,GIBSON ST
202021118,SICK/INJURED/MEDICAL - POLICE,0,2020-03-05 17:30:00,Thursday,17,SCHROEDER PLZ
202021118,SICK/INJURED/MEDICAL - POLICE,0,2020-03-05 17:30:00,Thursday,17,SCHROEDER PLZ
202021118,SICK/INJURED/MEDICAL - POLICE,0,2020-03-05 17:30:00,Thursday,17,SCHROEDER PLZ
202021118,SICK/INJURED/MEDICAL - POLICE,0,2020-03-05 17:30:00,Thursday,17,SCHROEDER PLZ
202021118,SICK/INJURED/MEDICAL - POLICE,0,2020-03-05 17:30:00,Thursday,17,SCHROEDER PLZ
202021115,LARCENY ALL OTHERS,0,2020-03-17 14:41:00,Tuesday,14,DOT AVE
202021114,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-16 17:00:00,Monday,17,W BROADWAY
202021113,VAL - VIOLATION OF AUTO LAW,0,2020-03-12 13:23:00,Thursday,13,
202021113,VAL - VIOLATION OF AUTO LAW,0,2020-03-12 13:23:00,Thursday,13,
202021113,VAL - VIOLATION OF AUTO LAW,0,2020-03-12 13:23:00,Thursday,13,
202021113,VAL - VIOLATION OF AUTO LAW,0,2020-03-12 13:23:00,Thursday,13,
202021113,VAL - VIOLATION OF AUTO LAW,0,2020-03-12 13:23:00,Thursday,13,
202021112,VAL - VIOLATION OF AUTO LAW,0,2020-03-11 11:04:00,Wednesday,11,MAPLE ST
202021111,FRAUD - FALSE PRETENSE / SCHEME,0,2020-03-16 14:30:00,Monday,14,CENTRE ST
202021110,FRAUD - WIRE,0,2020-03-06 09:00:00,Friday,9,BLUE HILL AVE
202021110,FRAUD - WIRE,0,2020-03-06 09:00:00,Friday,9,BLUE HILL AVE
202021110,FRAUD - WIRE,0,2020-03-06 09:00:00,Friday,9,BLUE HILL AVE
202021110,FRAUD - WIRE,0,2020-03-06 09:00:00,Friday,9,BLUE HILL AVE
202021110,FRAUD - WIRE,0,2020-03-06 09:00:00,Friday,9,BLUE HILL AVE
202021109,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-17 14:30:00,Tuesday,14,WASHINGTON ST
202021109,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-17 14:30:00,Tuesday,14,WASHINGTON ST
202021109,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-17 14:30:00,Tuesday,14,WASHINGTON ST
202021108,ASSAULT - SIMPLE,0,2020-03-11 20:00:00,Wednesday,20,W MAIN ST
202021108,ASSAULT - SIMPLE,0,2020-03-11 20:00:00,Wednesday,20,W MAIN ST
202021108,ASSAULT - SIMPLE,0,2020-03-11 20:00:00,Wednesday,20,W MAIN ST
202021107,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-15 21:00:00,Sunday,21,GIBSON ST
